GeneID,Log2FC
11163,-0.269197676558014
105371242,3.95198377427799
388789,0.239810377216778
653598;644591,-0.81500578200707
8209,0.124495828098873
101928527,0.0286044291940051
101410538,-0.0749332316927615
54502,-0.0542969976749385
79989,0.0317830223270609
92305,0.017492872071227
79733,-0.0357745866231456
55236,-0.0664653655237093
57488,-0.00511515778014148
219541,-0.0712086850598894
23074,0.0172618939113799
57698,0.00137424293087803
79064,-0.00239391235544828
144404,0.00987958974323975
92312,-0.369882770707325
10994,-0.000484711103213257
284184,0.0211296767742694
51594,-0.0104140502265703
123283,0.0179483715194841
129450,0.0233980582258947
282969,0.811696586386018
23240,0.132566554058014
23078,0.911980765809305
55206,-0.0458011607961957
79974,0.0434212215815219
729920,0.0075707917484745
85865,0.143777572263431
29062,-0.101581690535859
255374,0.232031108868608
728378,0.0239477115506458
55048,-0.340729075366652
84626,0.237647962531811
387521,-0.0920474496006833
80006,0.498893672152751
23019,-0.00191548846144675
55814,0.129249000608364
643246;81631,-0.015394767442137
342979,-0.0401517041691721
283871,-0.0459889943421869
285636,-0.0262151466862169
91433,-0.0136365560045219
100131017,0.124097742673205
285966,-0.0116829479044123
644150,-0.0245685325659509
79861,-0.28823760927854
23347,0.154798151514963
340784,-0.25726851147927
729438,-0.106100172165443
84747,-0.0159560028795049
196074,0.104396449655428
317762,0.0861063589421381
NA,-0.0118916963434366
145853,-0.155943491338739
8933;26071,0.283509149941005
23053,-0.162254666477041
NA,-0.0581906532536165
150223,0.847319348649341
201254,-0.0197582775401663
51105,0.327910062266973
222223,-0.274469504496442
390916,-0.059262531211701
57409,0.101933913696466
83715,-0.0254900407335851
4649,0.0956259932202407
388588,-0.0297381172166693
9910,-0.0396730874779449
51463,0.124720614293854
NA,0.191262382537965
729852,-0.0389162887800435
348262,0.0223853818144674
255783,-0.16601029950051
4666,0.0256662654688647
102288414,-0.173521398715937
NA,0.780777910266536
110599588,0.00540123167377179
NA,0.0530775943016486
1777,-0.0950760183460187
8540,-0.138655737357895
7993,-0.19007629685886
3796,0.0375612371361291
10212,-0.0564577269317577
9124,-0.277073117765939
11332,-0.0520794785886289
4641,-0.0633189489536211
8773,-0.0958320188045856
10456,-0.124323213858247
9049,-0.0184488787412712
9567,0.0294539523334471
3775,-0.00439062081506915
6814,-0.0321147481628326
9179,0.257246082113462
421,-0.000984519447952536
10944,0.0476489970939668
5874,-0.00325462327263718
8546,-0.0193393922205288
3964,0.0166337764546382
4728,0.389366605858187
8797,-0.27962226659536
4794,0.301336929261545
5717,0.123503733773201
5718,0.0680673266611202
5715,0.0171920878522049
475,0.000594380193472978
4221,0.033348119745073
8535,0.0214500191846157
7485,-0.187690855665503
10857,-0.013806335594261
6829,0.00279211329418249
6874,-0.0318876001951478
1676,-0.0144930888022559
5994,0.0125041551585791
3092,-0.0714761067398481
1192,-0.0540805122604169
8665,-0.00131113623078285
11060,0.0574858320578681
8317,-0.0374400402797265
8050,-0.0263854313565799
5768,0.0551053765699742
10671,0.00162385350919167
9197,-0.0038619578155382
8976,0.242163420477449
3843,-0.023868909073017
5442,0.0356722115959629
29904,0.0377076071280209
10284,0.185081995424562
10643,-0.148584716441386
10059,0.0151191934945327
8634,0.030876917947332
5286,0.0238161342309368
3475,-0.549102899270288
5296,0.00906731104731798
27333,0.0507392660231377
4126,0.00847607507861673
375790,-0.00675125266479304
5352,-0.0383169508296787
4211,0.0190822918417201
10640,0.100043709933825
4697,0.455710457175844
10213,-0.0754999416677583
51042,0.0574911554585038
3839,0.0152591330324043
10494,0.242316745375542
889,0.00998812313323531
4013,-0.275918833270815
23481,0.161548600728445
9166,-0.464169538101241
6386,0.0495412025638425
9600,-0.183626977643931
10199,0.00301633332612236
10528,-0.0306597383951466
1654,-0.0117980519449077
8635,-0.0418865300056086
8544,0.18903912529004
5191,0.0229140103968174
3840,-0.0099430979664055
10475,0.10202417274386
1871,0.0688813720924645
5537,0.0111722740775393
4125,0.000380086815655991
8566,-0.00860404776944482
6319,0.000860910782064212
8289,0.0767437954355499
8553,-0.655644691103675
8835,0.0165262412686586
8099,0.494374509715004
6392,-0.776018423070707
9854,-0.0197572122743117
23306,0.153438504658383
23149,-0.0180512264859586
10190,-0.00130270198988162
10906,0.125572046801098
9167,0.517909191884967
4706,-0.0353984322692978
56061,0.0151425755523682
11068,-0.139493146194333
11113,-0.06525257928387
11316,-0.0872559923256046
8625,0.00386793291454489
10106,-0.127263302569233
10435,-0.0248856708998597
8943,-0.0305453430495722
9973,-0.676440744472253
5169,0.00219386063026774
1856,0.0056414766165503
1105,0.0658753638630917
1106,-0.22438252275551
9570,0.233401534039131
1861,-0.0155503648541793
27348,-0.00130563402093727
8675,0.0409682263153425
102,0.115780434352491
9538,0.242656876134683
8085,0.0398916143953613
9270,0.182736360474379
727851;84220,0.0366894626169026
1787,-0.241612875288783
317,-0.0404439256840967
8780,-0.00568297904332807
5609,0.0493610580418898
10005,0.163438998988894
10423,0.0729792972933215
9141,0.103368206193205
10419,-0.00356098448313813
9368,-0.128333350635842
1111,0.113872369363838
8795,0.0619132377921251
4212,-0.0882799697141155
8790,0.00365934902837563
1200,0.0238869527363514
10915,0.044985735969694
10403,0.0427005846123373
30000,0.000389863665759694
8542,0.508524443538053
10497,0.02363623214031
11128,-0.0122552455941256
5688,0.0200192051193402
10067,-0.00760829636979208
26873,0.00418844529728418
571,0.0450588383025564
10295,0.00280976918104825
4259,-0.0841103584459641
8487,0.0119573276146501
30851,-0.0123519242065052
10755,-0.00421428440630532
3551,-0.0868817038652095
100287932,0.00266101807474965
8520,0.0234156911783292
9246,0.0519443332787918
27089,-0.114140963748208
103910;10627,-0.0272053549189428
10975,-0.135360993878705
9146,0.0126137666550461
